name,team,position,jersey_number,height,weight,age,birth_date,college,draft_year,draft_round,draft_pick,years_pro,games_played,games_started,twitter_handle,instagram_handle,twitter_followers,instagram_followers,wikipedia_url,career_highlights,awards,data_source,scraped_at,brand_power,proof,proximity,velocity,risk,total_gravity
Courtland Sutton,broncos,WR,14.0,"7'6""",216,,,SMU,,,,,,,,,,,,,,nfl.com,2025-07-18 16:57:04.408633,7.2,0.0,10.5,0.0,73.2,11.2
