name,team,position,jersey_number,height,weight,age,birth_date,college,draft_year,draft_round,draft_pick,years_pro,games_played,games_started,twitter_handle,instagram_handle,twitter_followers,instagram_followers,wikipedia_url,career_highlights,awards,data_source,scraped_at
Budda Baker,cardinals,S,3.0,"7'0""",195,,,Washington,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.614076
Andre Baccellia,cardinals,WR,82.0,"7'0""",175,,,Washington,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.613892
Isaiah Adams,cardinals,G,74.0,"7'6""",316,,,Illinois,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.613270
Trey Benson,cardinals,RB,33.0,"7'2""",216,,,Florida State,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.614858
Joey Blount,cardinals,SAF,32.0,"7'3""",201,,,Virginia,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.615038
Ekow Boye-Doe,cardinals,CB,35.0,"7'2""",177,,,Kansas State,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.615314
Aaron Brewer,cardinals,LS,46.0,"7'7""",232,,,San Diego State,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.616428
Kelvin Beachum,cardinals,OT,68.0,"7'5""",308,,,SMU,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.614432
Jacoby Brissett,cardinals,QB,7.0,"7'6""",235,,,N.C. State,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.616862
Evan Brown,cardinals,C,62.0,"7'5""",320,,,SMU,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.617711
Sean Murphy-Bunting,cardinals,CB,23.0,"7'2""",195,,,Central Michigan,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.618292
Elliott Brown,cardinals,LB,41.0,"7'7""",240,,,Virginia,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.617490
Denzel Burke,cardinals,CB,29.0,"7'1""",186,,,Ohio State,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.619306
Baron Browning,cardinals,LB,5.0,"7'5""",240,,,Ohio State,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.617962
Jordan Burch,cardinals,LB,52.0,"7'6""",279,,,Oregon,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.618555
Calais Campbell,cardinals,DE,93.0,"8'0""",307,,,Miami,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.620472
Oscar Cardenas,cardinals,TE,45.0,"7'6""",265,,,Texas-San Antonio,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.620840
Michael Carter,cardinals,RB,22.0,"6'8""",201,,,North Carolina,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.621244
Jeremiah Byers,cardinals,OT,67.0,"7'6""",320,,,Florida State,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.619822
KeiTrel Clark,cardinals,CB,13.0,"7'0""",181,,,Louisville,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.621712
L.J. Collier,cardinals,DE,91.0,"7'5""",291,,,TCU,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.621895
Hayden Conner,cardinals,G,58.0,"7'8""",314,,,Texas,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.622351
James Conner,cardinals,RB,6.0,"7'3""",233,,,Pittsburgh,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.622620
Kitan Crawford,cardinals,SAF,36.0,"7'1""",202,,,Nevada,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.622819
Zaven Collins,cardinals,LB,25.0,"7'6""",260,,,Tulsa,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.622140
McClendon Curtis,cardinals,G,66.0,"7'8""",325,,,Tennessee-Chattanooga,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.623480
DeeJay Dallas,cardinals,RB,20.0,"7'0""",214,,,Miami,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.623615
Jaden Davis,cardinals,DB,39.0,"7'0""",182,,,Miami,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.623831
Jake Curhan,cardinals,OT,64.0,"7'8""",316,,,California,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.623031
Josiah Deguara,cardinals,TE,47.0,"7'4""",238,,,Cincinnati,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.624514
Emari Demercado,cardinals,RB,31.0,"6'9""",215,,,TCU,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.624676
Greg Dortch,cardinals,WR,4.0,"6'7""",175,,,Wake Forest,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.624986
Simi Fehoko,cardinals,WR,80.0,"7'6""",218,,,Stanford,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.625294
Akeem Davis-Gaither,cardinals,LB,27.0,"7'4""",238,,,Appalachian State,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.624309
Hjalte Froholdt,cardinals,G,72.0,"7'7""",310,,,Arkansas,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.625829
Jon Gaines II,cardinals,G,59.0,"7'6""",303,,,UCLA,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.626134
Blake Gillikin,cardinals,P,12.0,"7'4""",196,,,Penn State,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.626313
Anthony Goodlow,cardinals,DE,95.0,"7'7""",283,,,Oklahoma State,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.626619
Bryson Green,cardinals,WR,30.0,"7'3""",207,,,Wisconsin,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.626886
Josh Fryar,cardinals,OT,78.0,"7'7""",320,,,Ohio State,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.626020
Darren Hall,cardinals,CB,30.0,"7'2""",190,,,San Diego State,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.627312
Marvin Harrison Jr.,cardinals,WR,18.0,"7'5""",209,,,Ohio State,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.627631
Sincere Haynesworth,cardinals,OL,61.0,"7'3""",300,,,Tulane,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.627876
Elijah Higgins,cardinals,TE,84.0,"7'5""",234,,,Stanford,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.628248
Trishton Jackson,cardinals,WR,86.0,"7'3""",191,,,Syracuse,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.628526
Patrick Jenkins,cardinals,DE,,"7'4""",293,,,Tulane,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.628748
Will Johnson,cardinals,CB,,"7'4""",194,,,Michigan,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.629002
Elijah Jones,cardinals,CB,28.0,"7'3""",185,,,Boston College,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.629697
Zay Jones,cardinals,WR,17.0,"7'4""",200,,,East Carolina,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.630009
Jaylon Jones,cardinals,DB,37.0,"7'1""",190,,,Mississippi,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.630349
Paris Johnson Jr.,cardinals,OT,70.0,"7'8""",313,,,Ohio State,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.629297
Christian Jones,cardinals,OT,75.0,"7'7""",305,,,Texas,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.629443
Justin Jones,cardinals,DT,98.0,"7'5""",309,,,N.C. State,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.630839
Bam Knight,cardinals,RB,35.0,"7'1""",209,,,N.C. State,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.631290
Nick Leverett,cardinals,G,60.0,"7'6""",310,,,Rice,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.631515
Trey McBride,cardinals,TE,85.0,"7'6""",246,,,Colorado State,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.631701
Max Melton,cardinals,CB,16.0,"7'1""",187,,,Rutgers,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.631975
Vi Jones,cardinals,LB,53.0,"7'4""",225,,,N.C. State,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.631101
Kyler Murray,cardinals,QB,1.0,"7'0""",207,,,Oklahoma,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.632266
PJ Mustipher,cardinals,DT,79.0,"7'6""",318,,,Penn State,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.632469
Royce Newman,cardinals,G,71.0,"7'7""",310,,,Mississippi,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.632707
Bilal Nichols,cardinals,DT,92.0,"7'5""",313,,,Delaware,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.633040
