name,team,position,jersey_number,height,weight,age,birth_date,college,draft_year,draft_round,draft_pick,years_pro,games_played,games_started,twitter_handle,instagram_handle,twitter_followers,instagram_followers,wikipedia_url,career_highlights,awards,data_source,scraped_at
Walter Nolen,cardinals,DT,97.0,"7'6""",296,,,Mississippi,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.633160
Tejhaun Palmer,cardinals,WR,83.0,"7'4""",210,,,UAB,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.633613
Tip Reiman,cardinals,TE,87.0,"7'7""",271,,,Illinois,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.634202
BJ Ojulari,cardinals,LB,9.0,"7'4""",248,,,LSU,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.633432
Jammie Robinson,cardinals,SAF,26.0,"7'1""",195,,,Florida State,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.634741
Owen Pappoe,cardinals,LB,44.0,"7'2""",225,,,Auburn,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.633832
J.J. Russell,cardinals,ILB,51.0,"7'3""",225,,,Memphis,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.635078
Darius Robinson,cardinals,DL,56.0,"7'7""",285,,,Missouri,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.634389
Chad Ryland,cardinals,K,38.0,"7'2""",195,,,Maryland,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.635405
Valentin Senn,cardinals,OT,69.0,"7'9""",310,,,Connecticut,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.635752
Dante Stills,cardinals,DT,55.0,"7'6""",286,,,West Virginia,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.636621
Josh Sweat,cardinals,OLB,10.0,"7'7""",265,,,Florida State,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.636806
Dadrion Taylor-Demerson,cardinals,DB,42.0,"7'0""",197,,,Texas Tech,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.637203
Cody Simon,cardinals,LB,50.0,"7'4""",229,,,Ohio State,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.636377
Starling Thomas V,cardinals,CB,24.0,"7'0""",194,,,UAB,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.637774
Elijah Simmons,cardinals,DL,96.0,"7'3""",334,,,Tennessee,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.636094
Jalen Thompson,cardinals,DB,34.0,"7'1""",190,,,Washington State,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.638153
Dalvin Tomlinson,cardinals,DE,94.0,"7'5""",325,,,Alabama,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.638414
Xavier Thomas,cardinals,LB,54.0,"7'4""",245,,,Clemson,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.637599
Clayton Tune,cardinals,QB,15.0,"7'5""",220,,,Houston,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.639790
Travis Vokolek,cardinals,TE,81.0,"7'8""",260,,,Nebraska,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.640058
Quez Watkins,cardinals,WR,16.0,"7'2""",193,,,Southern Mississippi,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.640517
Xavier Weaver,cardinals,WR,89.0,"7'3""",169,,,Colorado,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.640772
Mykal Walker,cardinals,LB,43.0,"7'5""",230,,,Fresno State,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.640285
Garrett Williams,cardinals,CB,21.0,"7'0""",192,,,Syracuse,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.641733
Benton Whitley,cardinals,LB,49.0,"7'6""",260,,,Holy Cross,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.641052
Jonah Williams,cardinals,OT,73.0,"7'7""",312,,,Alabama,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.641308
Michael Wilson,cardinals,WR,14.0,"7'4""",213,,,Stanford,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.642371
Mack Wilson,cardinals,LB,2.0,"7'3""",246,,,Alabama,,,,,,,,,,,,,,nfl.com,2025-07-18 16:30:47.641963
