name,team,position,jersey_number,height,weight,age,birth_date,college,draft_year,draft_round,draft_pick,years_pro,games_played,games_started,twitter_handle,instagram_handle,twitter_followers,instagram_followers,wikipedia_url,career_highlights,awards,data_source,scraped_at,brand_power,proof,proximity,velocity,risk,total_gravity
Allen Lazard,jets,WR,10.0,"6'5""",227,,,Iowa State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:20.816639,720.0,0.0,1050.0,0.0,6350.0,10.2
Jermaine Johnson II,jets,LB,11.0,"6'5""",254,,,Florida State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:20.815639,600.0,0.0,1050.0,0.0,6350.0,10.0
Kohl Levao,jets,OL,60.0,"6'6""",350,,,Hawaii,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:20.817130,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Adrian Martinez,jets,QB,15.0,"6'2""",220,,,Kansas State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:20.817300,780.0,0.0,1160.0,0.0,8300.0,12.6
Phidarian Mathis,jets,DT,98.0,"6'4""",312,,,Alabama,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:20.817659,600.0,0.0,1050.0,0.0,7250.0,10.8
Will McDonald IV,jets,DE,9.0,"6'4""",245,,,Iowa State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:20.818475,600.0,0.0,1050.0,0.0,7850.0,11.5
Braiden McGregor,jets,DE,55.0,"6'6""",267,,,Michigan,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:20.818885,600.0,0.0,1050.0,0.0,7550.0,11.2
Austin McNamara,jets,P,14.0,"6'4""",204,,,Texas Tech,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:20.819218,600.0,2500.0,1050.0,2000.0,6800.0,20.9
Francisco Mauigoa,jets,LB,51.0,"6'2""",233,,,Miami,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:20.817849,600.0,0.0,1050.0,0.0,6050.0,9.7
Marcelino McCrary-Ball,jets,LB,41.0,"6'0""",214,,,Indiana,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:20.818138,600.0,0.0,1050.0,0.0,6050.0,9.7
Jarius Monroe,jets,SAF,25.0,"6'2""",205,,,Tulane,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:20.820779,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Dymere Miller,jets,WR,35.0,"5'11""",184,,,Rutgers,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:20.820203,720.0,0.0,1050.0,0.0,6050.0,10.0
Harrison Mevis,jets,K,,"5'11""",243,,,Missouri,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:20.819900,600.0,2500.0,1050.0,2000.0,6400.0,20.5
Armand Membou,jets,OT,70.0,"6'4""",332,,,Missouri,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:20.819648,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Malachi Moore,jets,SAF,27.0,"5'11""",196,,,Alabama,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:20.821066,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Fatorma Mulbah,jets,DT,62.0,"6'4""",306,,,West Virginia,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:20.821291,600.0,0.0,1050.0,0.0,7550.0,11.2
Max Mitchell,jets,OT,61.0,"6'6""",307,,,Louisiana-Lafayette,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:20.820478,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Derrick Nnadi,jets,NT,91.0,"6'1""",317,,,Florida State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:20.823253,600.0,2500.0,1050.0,2000.0,5750.0,19.9
Xavier Newman-Johnson,jets,G,65.0,"6'2""",297,,,Baylor,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:20.822518,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Josh Myers,jets,C,71.0,"6'5""",310,,,Ohio State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:20.822140,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Kene Nwangwu,jets,RB,34.0,"6'1""",210,,,Iowa State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:20.823575,600.0,0.0,1050.0,0.0,4510.0,8.1
Isaiah Oliver,jets,CB,26.0,"6'0""",202,,,Colorado,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:20.824014,600.0,0.0,1050.0,0.0,4100.0,7.7
Jeremy Ruckert,jets,TE,89.0,"6'5""",250,,,Ohio State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:20.825235,600.0,0.0,1160.0,0.0,7250.0,11.1
Jamaal Pritchett,jets,WR,36.0,"5'8""",175,,,South Alabama,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:20.824523,720.0,0.0,1050.0,0.0,6050.0,10.0
Jaylin Simpson,jets,SAF,36.0,"6'0""",179,,,Auburn,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:20.825670,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Chukwuma Okorafor,jets,OT,79.0,"6'6""",320,,,Western Michigan,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:20.823786,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Payton Page,jets,DT,69.0,"6'4""",300,,,Clemson,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:20.824244,600.0,0.0,1050.0,0.0,7550.0,11.2
Josh Reynolds,jets,WR,83.0,"6'3""",192,,,Texas A&M,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:20.824789,720.0,0.0,1050.0,0.0,5750.0,9.7
John Simpson,jets,G,76.0,"6'4""",330,,,Clemson,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:20.825883,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Quentin Skinner,jets,WR,39.0,"6'5""",195,,,Kansas,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:20.826356,720.0,0.0,1050.0,0.0,6050.0,10.0
Jamien Sherwood,jets,LB,44.0,"6'2""",216,,,Auburn,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:20.825453,600.0,0.0,1050.0,0.0,6050.0,9.7
Stone Smartt,jets,TE,84.0,"6'4""",226,,,Old Dominion,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:20.826787,600.0,0.0,1160.0,0.0,7250.0,11.1
Jackson Sirmon,jets,LB,49.0,"6'2""",240,,,California,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:20.826199,600.0,0.0,1050.0,0.0,6050.0,9.7
Arian Smith,jets,WR,82.0,"6'0""",179,,,Georgia,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:20.827404,720.0,0.0,1050.0,0.0,5750.0,9.7
Brandon Smith,jets,WR,87.0,"6'1""",218,,,Iowa,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:20.827711,720.0,0.0,1050.0,0.0,5750.0,9.7
Brandon Stephens,jets,CB,21.0,"6'1""",215,,,SMU,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:20.827953,600.0,0.0,1050.0,0.0,4100.0,7.7
Mason Taylor,jets,TE,,"6'5""",255,,,LSU,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:20.828756,600.0,0.0,1160.0,0.0,7450.0,11.3
Qwantez Stiggers,jets,CB,37.0,"6'0""",197,,,,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:20.828406,600.0,0.0,1050.0,0.0,4100.0,7.7
Aaron Smith,jets,LB,48.0,"6'2""",230,,,South Carolina State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:20.827005,600.0,0.0,1050.0,0.0,6050.0,9.7
Tyrod Taylor,jets,QB,2.0,"6'1""",217,,,Virginia Tech,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:20.828995,780.0,0.0,1160.0,0.0,8300.0,12.6
Leonard Taylor III,jets,DT,96.0,"6'3""",305,,,Miami,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:20.829290,600.0,0.0,1050.0,0.0,7250.0,10.8
Azareyeh Thomas,jets,CB,23.0,"6'1""",197,,,Florida State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:20.829503,600.0,0.0,1050.0,0.0,4100.0,7.7
Joe Tippmann,jets,C,66.0,"6'6""",313,,,Wisconsin,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:20.829645,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Jay Tufele,jets,DT,97.0,"6'3""",305,,,USC,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:20.829916,600.0,0.0,1050.0,0.0,7250.0,10.8
Alijah Vera-Tucker,jets,G,75.0,"6'5""",308,,,USC,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:20.830274,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Eric Watts,jets,DE,58.0,"6'5""",277,,,Connecticut,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:20.830684,600.0,0.0,1050.0,0.0,7550.0,11.2
Rashad Weaver,jets,DE,99.0,"6'4""",259,,,Pittsburgh,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:20.831044,600.0,0.0,1050.0,0.0,7250.0,10.8
JaMarkis Weston n,jets,DE,54.0,"6'2""",235,,,Florida,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:20.831197,600.0,0.0,1050.0,0.0,7550.0,11.2
Quinnen Williams,jets,DT,95.0,"6'3""",303,,,Alabama,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:20.832142,600.0,0.0,1050.0,0.0,7250.0,10.8
Carter Warren,jets,OT,67.0,"6'5""",311,,,Pittsburgh,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:20.830512,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Garrett Wilson,jets,WR,5.0,"6'0""",183,,,Ohio State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:20.832736,720.0,0.0,1050.0,0.0,6350.0,10.2
Leander Wiegand,jets,OT,64.0,"6'5""",291,,,UCF,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:20.831475,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Quincy Williams,jets,LB,56.0,"5'11""",230,,,Murray State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:20.832451,600.0,0.0,1050.0,0.0,6050.0,9.7
Pokey Wilson,jets,WR,81.0,"6'0""",175,,,Florida State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:20.833307,720.0,0.0,1050.0,0.0,5750.0,9.7
Israel Abanikanda,49ers,RB,20.0,"5'10""",216,,,Pittsburgh,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.024273,600.0,0.0,1050.0,0.0,4840.0,8.4
Brandon Aiyuk,49ers,WR,11.0,"6'0""",200,,,Arizona State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.024807,720.0,0.0,1050.0,0.0,6350.0,10.2
Tre Avery,49ers,CB,36.0,"5'11""",181,,,Rutgers,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.025651,600.0,0.0,1050.0,0.0,4100.0,7.7
Isaac Alarcon,49ers,OT,67.0,"6'7""",320,,,,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.025177,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Robert Beal Jr.,49ers,DE,51.0,"6'4""",250,,,Georgia,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.027093,600.0,0.0,1050.0,0.0,7550.0,11.2
Junior Bergen,49ers,WR,86.0,"5'9""",184,,,Montana,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.027556,720.0,0.0,1050.0,0.0,5750.0,9.7
Evan Anderson,49ers,DL,69.0,"6'3""",326,,,Florida Atlantic,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.025464,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Ben Bartch,49ers,OT,78.0,"6'6""",315,,,St. John's (MN),,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.025956,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Nick Bosa,49ers,DE,97.0,"6'4""",266,,,Ohio State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.028848,600.0,0.0,1050.0,0.0,7250.0,10.8
Tatum Bethune,49ers,LB,48.0,"6'0""",230,,,Florida State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.027850,600.0,0.0,1050.0,0.0,6050.0,9.7
Jake Brendel,49ers,C,64.0,"6'4""",299,,,UCLA,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.029764,600.0,2500.0,1050.0,2000.0,6050.0,20.2
JiAyir Brown,49ers,SAF,27.0,"5'11""",202,,,Penn State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.030413,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Tre Brown,49ers,CB,22.0,"5'10""",185,,,Oklahoma,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.030948,600.0,0.0,1050.0,0.0,4100.0,7.7
Stone Blanton,49ers,LB,50.0,"6'1""",227,,,Mississippi State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.028347,600.0,0.0,1050.0,0.0,6050.0,9.7
Derrick Canteen,49ers,SAF,40.0,"5'11""",197,,,Cincinnati,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.033412,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Connor Colby,49ers,G,75.0,"6'5""",309,,,Iowa,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.033800,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Alfred Collins,49ers,DT,,"6'5""",320,,,Texas,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.034053,600.0,0.0,1050.0,0.0,7450.0,11.1
Spencer Burford,49ers,OT,74.0,"6'4""",300,,,Texas-San Antonio,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.031138,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Jacob Cowing,49ers,WR,19.0,"5'9""",170,,,Arizona,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.034413,720.0,0.0,1050.0,0.0,6350.0,10.2
Kalia Davis,49ers,DT,93.0,"6'2""",310,,,UCF,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.035170,600.0,0.0,1050.0,0.0,7250.0,10.8
Ross Dwelley,49ers,TE,82.0,"6'5""",235,,,San Diego,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.035948,600.0,0.0,1160.0,0.0,7250.0,11.1
Russell Gage,49ers,WR,84.0,"6'0""",184,,,LSU,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.038413,720.0,0.0,1050.0,0.0,5750.0,9.7
Jonathan Garvin,49ers,DE,96.0,"6'4""",257,,,Miami,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.038636,600.0,0.0,1050.0,0.0,7250.0,10.8
Luke Gifford,49ers,LB,57.0,"6'3""",242,,,Nebraska,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.038826,600.0,0.0,1050.0,0.0,6050.0,9.7
Jordan Elliott,49ers,DT,92.0,"6'4""",302,,,Missouri,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.036150,600.0,0.0,1050.0,0.0,7250.0,10.8
Luke Farrell,49ers,TE,89.0,"6'5""",250,,,Ohio State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.036229,600.0,0.0,1160.0,0.0,7250.0,11.1
Dallis Flowers,49ers,CB,35.0,"6'1""",196,,,Pittsburg State (KS),,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.036874,600.0,0.0,1050.0,0.0,4100.0,7.7
Andre Dillard,49ers,OT,65.0,"6'5""",315,,,Washington State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.035312,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Kevin Givens,49ers,DT,90.0,"6'1""",285,,,Penn State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.039970,600.0,0.0,1050.0,0.0,7250.0,10.8
Richie Grant,49ers,SAF,24.0,"6'0""",200,,,UCF,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.042414,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Renardo Green,49ers,CB,,"6'0""",186,,,Florida State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.043053,600.0,0.0,1050.0,0.0,4000.0,7.6
Yetur Gross-Matos,49ers,DE,94.0,"6'5""",265,,,Penn State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.043936,600.0,0.0,1050.0,0.0,7250.0,10.8
Isaac Guerendo,49ers,RB,31.0,"6'0""",221,,,Louisville,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.044200,600.0,0.0,1050.0,0.0,4510.0,8.1
Jalen Graham,49ers,LB,41.0,"6'3""",220,,,Purdue,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.041227,600.0,0.0,1050.0,0.0,6050.0,9.7
Tre Tomlinson,49ers,CB,,"5'9""",177,,,TCU,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.046181,600.0,0.0,1050.0,0.0,4000.0,7.6
Matt Hennessy,49ers,C,61.0,"6'3""",315,,,Temple,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.045004,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Isaiah Hodgins,49ers,WR,18.0,"6'3""",201,,,Oregon State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.046394,720.0,0.0,1050.0,0.0,6350.0,10.2
Bryce Huff,49ers,DE,,"6'3""",255,,,Memphis,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.046712,600.0,0.0,1050.0,0.0,7450.0,11.1
Zack Johnson,49ers,G,69.0,"6'6""",301,,,North Dakota State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.048651,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Tarron Jackson,49ers,DE,59.0,"6'2""",254,,,Coastal Carolina,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.046939,600.0,0.0,1050.0,0.0,7550.0,11.2
Jordan James,49ers,RB,29.0,"5'9""",208,,,Oregon,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.047192,600.0,0.0,1050.0,0.0,4510.0,8.1
Mac Jones,49ers,QB,10.0,"6'3""",220,,,Alabama,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.049167,780.0,0.0,1160.0,0.0,8300.0,12.6
Sebastian Gutierrez,49ers,OT,60.0,"6'6""",308,,,Minot State University,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.044743,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Jauan Jennings,49ers,WR,15.0,"6'3""",212,,,Tennessee,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.048145,720.0,0.0,1050.0,0.0,6350.0,10.2
Kyle Juszczyk,49ers,FB,44.0,"6'2""",235,,,Harvard,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.050212,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Greg Joseph,49ers,K,40.0,"6'0""",206,,,Florida Atlantic,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.049982,600.0,2500.0,1050.0,2000.0,6500.0,20.6
Corey Kiner,49ers,RB,49.0,"5'9""",210,,,Cincinnati,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.050359,600.0,0.0,1050.0,0.0,4510.0,8.1
Deommodore Lenoir,49ers,CB,2.0,"5'10""",200,,,Oregon,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.052273,600.0,0.0,1050.0,0.0,4400.0,8.0
Malik Knowles,49ers,WR,,"6'2""",196,,,Kansas State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.051530,720.0,0.0,1050.0,0.0,5950.0,9.8
Chase Lucas,49ers,CB,26.0,"5'11""",184,,,Arizona State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.052595,600.0,0.0,1050.0,0.0,4100.0,7.7
Darrell Luter Jr.,49ers,CB,28.0,"6'0""",190,,,South Alabama,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.052835,600.0,0.0,1050.0,0.0,4100.0,7.7
Jaylen Mahoney,49ers,SAF,38.0,"5'11""",200,,,Vanderbilt,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.053221,600.0,2500.0,1050.0,2000.0,6050.0,20.2
George Kittle,49ers,TE,85.0,"6'4""",250,,,Iowa,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.051249,600.0,0.0,1160.0,0.0,7250.0,11.1
Nick Martin,49ers,LB,45.0,"5'11""",221,,,Oklahoma State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.053538,600.0,0.0,1050.0,0.0,6050.0,9.7
Colton McKivitz,49ers,OT,68.0,"6'6""",301,,,West Virginia,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.056019,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Christian McCaffrey,49ers,RB,23.0,"5'11""",210,,,Stanford,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.055307,600.0,0.0,1050.0,0.0,4510.0,8.1
Tanner Mordecai,49ers,QB,4.0,"6'2""",218,,,Wisconsin,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.056599,780.0,0.0,1160.0,0.0,8300.0,12.6
Thomas Morstead,49ers,P,6.0,"6'4""",225,,,SMU,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.057880,600.0,2500.0,1050.0,2000.0,6800.0,20.9
Jake Moody,49ers,K,4.0,"6'1""",210,,,Michigan,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.056229,600.0,2500.0,1050.0,2000.0,6800.0,20.9
Drew Moss,49ers,OL,55.0,"6'3""",303,,,Colorado State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.058431,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Malik Mustapha,49ers,SAF,6.0,"5'10""",206,,,Wake Forest,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.058735,600.0,2500.0,1050.0,2000.0,6350.0,20.5
Isaiah Neyor,49ers,WR,14.0,"6'4""",218,,,Nebraska,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.059338,720.0,0.0,1050.0,0.0,6350.0,10.2
Siran Neal,49ers,DB,33.0,"6'0""",206,,,Jacksonville State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.059016,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Drake Nugent,49ers,C,66.0,"6'1""",300,,,Michigan,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.059669,600.0,2500.0,1050.0,2000.0,6050.0,20.2
George Odum,49ers,SAF,30.0,"6'1""",202,,,Central Arkansas,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.060153,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Terique Owens,49ers,WR,83.0,"6'3""",200,,,Missouri State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.060704,720.0,0.0,1050.0,0.0,5750.0,9.7
Sam Okuayinonu,49ers,DT,91.0,"6'1""",269,,,Maryland,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.060463,600.0,0.0,1050.0,0.0,7250.0,10.8
Ricky Pearsall,49ers,WR,14.0,"6'3""",189,,,Florida,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.061399,720.0,0.0,1050.0,0.0,6350.0,10.2
Jason Pinnock,49ers,CB,25.0,"6'0""",205,,,Pittsburgh,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.061623,600.0,0.0,1050.0,0.0,4100.0,7.7
Austen Pleasants,49ers,OL,62.0,"6'7""",330,,,Ohio,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.061901,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Mason Pline,49ers,TE,89.0,"6'7""",260,,,Furman,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.062333,600.0,0.0,1160.0,0.0,7250.0,11.1
Brock Purdy,49ers,QB,13.0,"6'1""",220,,,Iowa State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.063043,780.0,0.0,1160.0,0.0,8300.0,12.6
Demarcus Robinson,49ers,WR,5.0,"6'1""",203,,,Florida,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.063672,720.0,0.0,1050.0,0.0,6350.0,10.2
Jakob Robinson,49ers,CB,49.0,"5'10""",181,,,BYU,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.064001,600.0,0.0,1050.0,0.0,4100.0,7.7
Dominick Puni,49ers,OT,77.0,"6'5""",313,,,Kansas,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.062549,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Curtis Robinson,49ers,LB,36.0,"6'3""",235,,,Stanford,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.063415,600.0,0.0,1050.0,0.0,6050.0,9.7
Kurtis Rourke,49ers,QB,4.0,"6'5""",231,,,Indiana,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.065333,780.0,0.0,1160.0,0.0,8300.0,12.6
Marques Sigle,49ers,SAF,36.0,"5'11""",199,,,Kansas State,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.065571,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Upton Stout,49ers,CB,20.0,"5'9""",182,,,Western Kentucky,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.065792,600.0,0.0,1050.0,0.0,4400.0,8.0
Patrick Taylor,49ers,RB,32.0,"6'1""",217,,,Memphis,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.066504,600.0,0.0,1050.0,0.0,4510.0,8.1
Trent Taylor,49ers,WR,81.0,"5'8""",180,,,Louisiana Tech,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.066712,720.0,0.0,1050.0,0.0,5750.0,9.7
Jake Tonges,49ers,TE,88.0,"6'4""",240,,,California,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.067056,600.0,0.0,1160.0,0.0,7250.0,11.1
Jon Weeks,49ers,LS,46.0,"5'10""",245,,,Baylor,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.070019,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Chazz Surratt,49ers,LB,55.0,"6'2""",233,,,North Carolina,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.066220,600.0,0.0,1050.0,0.0,6050.0,9.7
Fred Warner,49ers,MLB,54.0,"6'3""",230,,,BYU,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.067859,600.0,2500.0,1050.0,2000.0,6050.0,20.2
Jordan Watkins,49ers,WR,17.0,"5'11""",196,,,Mississippi,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.069814,720.0,0.0,1050.0,0.0,6350.0,10.2
Sebastian Valdez,49ers,DE,65.0,"6'3""",301,,,Washington,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.067335,600.0,0.0,1050.0,0.0,7550.0,11.2
CJ West,49ers,DT,,"6'2""",317,,,Indiana,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.070318,600.0,0.0,1050.0,0.0,7450.0,11.1
Mykel Williams,49ers,DE,98.0,"6'7""",265,,,Georgia,,,,,,,,,,,,,,nfl.com,2025-07-20 21:14:45.070542,600.0,0.0,1050.0,0.0,7250.0,10.8
