name,team,position,jersey_number,height,weight,age,birth_date,college,draft_year,draft_round,draft_pick,years_pro,games_played,games_started,twitter_handle,instagram_handle,twitter_followers,instagram_followers,wikipedia_url,career_highlights,awards,data_source,scraped_at
Cooper McDonald,chiefs,LB,,"6'3""",240,,,TCU,,,,,,,,,,,,,,nfl.com,2025-07-20 02:59:19.701559
Skyy Moore,chiefs,WR,24.0,"5'10""",195,,,Western Michigan,,,,,,,,,,,,,,nfl.com,2025-07-20 02:59:19.708277
Hunter Nourzad,chiefs,C,60.0,"6'3""",317,,,Penn State,,,,,,,,,,,,,,nfl.com,2025-07-20 02:59:19.709923
Omarr Norman-Lott,chiefs,DT,55.0,"6'3""",315,,,Tennessee,,,,,,,,,,,,,,nfl.com,2025-07-20 02:59:19.709438
Jaylon Moore,chiefs,OT,77.0,"6'4""",311,,,Western Michigan,,,,,,,,,,,,,,nfl.com,2025-07-20 02:59:19.706666
Wanya Morris,chiefs,OT,64.0,"6'6""",307,,,Oklahoma,,,,,,,,,,,,,,nfl.com,2025-07-20 02:59:19.709038
Chris Oladokun,chiefs,QB,19.0,"6'1""",213,,,South Dakota State,,,,,,,,,,,,,,nfl.com,2025-07-20 02:59:19.711665
Charles Omenihu,chiefs,DE,90.0,"6'5""",280,,,Texas,,,,,,,,,,,,,,nfl.com,2025-07-20 02:59:19.712146
Isiah Pacheco,chiefs,RB,10.0,"5'10""",216,,,Rutgers,,,,,,,,,,,,,,nfl.com,2025-07-20 02:59:19.712820
Mike Pennel,chiefs,DT,69.0,"6'4""",330,,,Colorado State (Pueblo),,,,,,,,,,,,,,nfl.com,2025-07-20 02:59:19.714056
Nikko Remigio,chiefs,WR,81.0,"5'9""",187,,,Fresno State,,,,,,,,,,,,,,nfl.com,2025-07-20 02:59:19.720399
Rashee Rice,chiefs,WR,4.0,"6'1""",203,,,SMU,,,,,,,,,,,,,,nfl.com,2025-07-20 02:59:19.720983
Janarius Robinson,chiefs,DE,98.0,"6'5""",263,,,Florida State,,,,,,,,,,,,,,nfl.com,2025-07-20 02:59:19.721711
Christian Roland-Wallace,chiefs,CB,30.0,"5'11""",202,,,USC,,,,,,,,,,,,,,nfl.com,2025-07-20 02:59:19.725737
Esa Pole,chiefs,OT,79.0,"6'7""",319,,,Washington State,,,,,,,,,,,,,,nfl.com,2025-07-20 02:59:19.719923
Jalen Royals,chiefs,WR,11.0,"6'0""",195,,,Utah State,,,,,,,,,,,,,,nfl.com,2025-07-20 02:59:19.727281
Darius Rush,chiefs,CB,46.0,"6'2""",198,,,South Carolina,,,,,,,,,,,,,,nfl.com,2025-07-20 02:59:19.730090
Eric Scott Jr.,chiefs,CB,29.0,"6'2""",202,,,Southern Mississippi,,,,,,,,,,,,,,nfl.com,2025-07-20 02:59:19.730831
Brashard Smith,chiefs,RB,30.0,"5'10""",196,,,SMU,,,,,,,,,,,,,,nfl.com,2025-07-20 02:59:19.735474
Trey Smith,chiefs,G,65.0,"6'6""",321,,,Tennessee,,,,,,,,,,,,,,nfl.com,2025-07-20 02:59:19.735795
Melvin Smith Jr.,chiefs,DB,39.0,"6'1""",185,,,Southern Arkansas,,,,,,,,,,,,,,nfl.com,2025-07-20 02:59:19.736572
JuJu Smith-Schuster,chiefs,WR,9.0,"6'1""",215,,,USC,,,,,,,,,,,,,,nfl.com,2025-07-20 02:59:19.736776
Josh Simmons,chiefs,OT,71.0,"6'5""",310,,,Ohio State,,,,,,,,,,,,,,nfl.com,2025-07-20 02:59:19.735089
GeorQuarius Spivey,chiefs,TE,,"6'5""",240,,,Mississippi State,,,,,,,,,,,,,,nfl.com,2025-07-20 02:59:19.738074
Carson Steele,chiefs,RB,42.0,"6'0""",228,,,UCLA,,,,,,,,,,,,,,nfl.com,2025-07-20 02:59:19.738233
Tyquan Thornton,chiefs,WR,19.0,"6'2""",185,,,Baylor,,,,,,,,,,,,,,nfl.com,2025-07-20 02:59:19.741019
Jerry Tillery,chiefs,DT,99.0,"6'6""",295,,,Notre Dame,,,,,,,,,,,,,,nfl.com,2025-07-20 02:59:19.741840
Kingsley Suamataia,chiefs,OT,76.0,"6'4""",326,,,BYU,,,,,,,,,,,,,,nfl.com,2025-07-20 02:59:19.738382
Jawaan Taylor,chiefs,OT,74.0,"6'5""",330,,,Florida,,,,,,,,,,,,,,nfl.com,2025-07-20 02:59:19.738510
BJ Thompson,chiefs,DE,53.0,"6'6""",243,,,Stephen F. Austin State,,,,,,,,,,,,,,nfl.com,2025-07-20 02:59:19.739446
Robert Tonyan,chiefs,TE,85.0,"6'5""",240,,,Indiana State,,,,,,,,,,,,,,nfl.com,2025-07-20 02:59:19.742879
Marlon Tuipulotu,chiefs,DT,92.0,"6'2""",307,,,USC,,,,,,,,,,,,,,nfl.com,2025-07-20 02:59:19.743678
Jaylen Watson,chiefs,CB,35.0,"6'2""",197,,,Washington State,,,,,,,,,,,,,,nfl.com,2025-07-20 02:59:19.743909
Tre Watson,chiefs,TE,46.0,"6'5""",250,,,Texas A&M,,,,,,,,,,,,,,nfl.com,2025-07-20 02:59:19.744149
Jared Wiley,chiefs,TE,12.0,"6'6""",249,,,TCU,,,,,,,,,,,,,,nfl.com,2025-07-20 02:59:19.744945
Major Williams,chiefs,SAF,,"6'1""",190,,,Carson Newman,,,,,,,,,,,,,,nfl.com,2025-07-20 02:59:19.746232
Joshua Williams,chiefs,CB,2.0,"6'3""",193,,,Fayetteville State University,,,,,,,,,,,,,,nfl.com,2025-07-20 02:59:19.745497
Drue Tranquill,chiefs,LB,23.0,"6'2""",234,,,Notre Dame,,,,,,,,,,,,,,nfl.com,2025-07-20 02:59:19.743178
Nohl Williams,chiefs,CB,20.0,"6'1""",200,,,California,,,,,,,,,,,,,,nfl.com,2025-07-20 02:59:19.746990
Xavier Worthy,chiefs,WR,1.0,"5'11""",165,,,Texas,,,,,,,,,,,,,,nfl.com,2025-07-20 02:59:19.748430
James Winchester,chiefs,LS,41.0,"6'3""",209,,,Oklahoma,,,,,,,,,,,,,,nfl.com,2025-07-20 02:59:19.748013
Elijah Young,chiefs,RB,34.0,"5'10""",198,,,Western Kentucky,,,,,,,,,,,,,,nfl.com,2025-07-20 02:59:19.749325
Bailey Zappe,chiefs,QB,14.0,"6'1""",215,,,Western Kentucky,,,,,,,,,,,,,,nfl.com,2025-07-20 02:59:19.749662
